Wed Sep 9 11:26:47 PDT 2015, 3D_51448_3D, 51448, 51448, 1056610, 1256.71, 3294.82, 0.971326, 20.53744, 28.40331, 1.38300, 176.54807, MKL SpMV, 0.06848, 30.859249, 317.608, CPU CSR I/O Proxy, 0.04012, 52.666592, 542.052, Merge SpMV, 0.05072, 41.660406, 428.775, Merge SpMV NUMA, Numa setup ms, 2.17891, 0.05107, 41.382830, 425.918, POSKI Tuned SpMV, poski tune ms, 135.00882, 0.18060, 11.700870, 120.427,
Wed Sep 9 11:26:55 PDT 2015, 3Dspectralwave2_b,
Wed Sep 9 11:26:55 PDT 2015, 3Dspectralwave_b,
Wed Sep 9 11:26:55 PDT 2015, 3dtube, 45330, 45330, 3213618, 1234.83, 850.11, 0.993261, 70.89385, 39.73103, 0.56043, 50.58793, MKL SpMV, 0.19237, 33.411310, 336.941, CPU CSR I/O Proxy, 0.10230, 62.829004, 633.607, Merge SpMV, 0.11499, 55.894555, 563.676, Merge SpMV NUMA, Numa setup ms, 4.91595, 0.11647, 55.184676, 556.517, POSKI Tuned SpMV, poski tune ms, 111.25207, 0.52781, 12.177232, 122.803,
Wed Sep 9 11:27:02 PDT 2015, 3elt, 4720, 4720, 27444, 77.32, 366.26, 0.962479, 5.81441, 0.67073, 0.11536, -1.59633, MKL SpMV, 0.00690, 7.959446, 87.808, CPU CSR I/O Proxy, 0.00465, 11.799100, 130.167, Merge SpMV, 0.00667, 8.224543, 90.732, Merge SpMV NUMA, Numa setup ms, 1.93596, 0.00651, 8.431440, 93.015, POSKI Tuned SpMV, poski tune ms, 68.14909, 0.09376, 0.585440, 6.459,
Wed Sep 9 11:27:09 PDT 2015, 3elt_dual, 9000, 9000, 26556, 53.72, 311.51, 0.992625, 2.95067, 0.21656, 0.07339, -4.16199, MKL SpMV, 0.00732, 7.259030, 87.351, CPU CSR I/O Proxy, 0.00515, 10.320341, 124.189, Merge SpMV, 0.00706, 7.528257, 90.591, Merge SpMV NUMA, Numa setup ms, 1.65105, 0.00695, 7.644278, 91.987, POSKI Tuned SpMV, poski tune ms, 56.16283, 0.09539, 0.556777, 6.700,
Wed Sep 9 11:27:16 PDT 2015, 494_bus, 494, 494, 1666, 69.07, 107.00, 0.598080, 3.37247, 1.41812, 0.42050, 1.54336, MKL SpMV, 0.00480, 0.694106, 8.176, CPU CSR I/O Proxy, 0.00332, 1.004934, 11.837, Merge SpMV, 0.00465, 0.716976, 8.445, Merge SpMV NUMA, Numa setup ms, 1.54901, 0.00440, 0.756500, 8.911, POSKI Tuned SpMV, poski tune ms, 66.29491, 0.07266, 0.045855, 0.540,
Wed Sep 9 11:27:22 PDT 2015, 598a, 110971, 110971, 1483868, 29805.43, 24941.44, 0.173867, 13.37167, 2.91506, 0.21800, -0.10730, MKL SpMV, 0.17437, 17.019734, 177.834, CPU CSR I/O Proxy, 0.13767, 21.557541, 225.248, Merge SpMV, 0.15853, 18.720066, 195.601, Merge SpMV NUMA, Numa setup ms, 2.53582, 0.15799, 18.784166, 196.270, POSKI Tuned SpMV, poski tune ms, 281.66293, 0.90461, 3.280694, 34.279,
Wed Sep 9 11:27:41 PDT 2015, 662_bus, 662, 662, 2474, 55.24, 69.45, 0.889813, 3.73716, 1.48419, 0.39714, 1.45998, MKL SpMV, 0.00472, 1.047928, 12.162, CPU CSR I/O Proxy, 0.00335, 1.476460, 17.135, Merge SpMV, 0.00476, 1.039959, 12.069, Merge SpMV NUMA, Numa setup ms, 1.41191, 0.00446, 1.108536, 12.865, POSKI Tuned SpMV, poski tune ms, 44.59309, 0.07525, 0.065752, 0.763,
Wed Sep 9 11:27:47 PDT 2015, 685_bus, 685, 685, 3249, 32.00, 75.42, 0.908425, 4.74307, 1.79162, 0.37773, 1.19269, MKL SpMV, 0.00483, 1.345509, 15.157, CPU CSR I/O Proxy, 0.00333, 1.952290, 21.993, Merge SpMV, 0.00487, 1.334817, 15.037, Merge SpMV NUMA, Numa setup ms, 1.44410, 0.00474, 1.372032, 15.456, POSKI Tuned SpMV, poski tune ms, 41.16106, 0.07234, 0.089820, 1.012,
Wed Sep 9 11:27:53 PDT 2015, ABACUS_shell_hd_E, 23412, 23412, 19216, 47.09, 42.33, 0.999973, 0.82078, 3.02733, 3.68837, 3.41882, MKL SpMV, 0.01051, 3.655129, 63.271, CPU CSR I/O Proxy, 0.00459, 8.381899, 145.092, Merge SpMV, 0.00682, 5.636415, 97.567, Merge SpMV NUMA, Numa setup ms, 1.64509, 0.00668, 5.750143, 99.536, POSKI Tuned SpMV, poski tune ms, 69.45610, 0.10848, 0.354285, 6.133,
Wed Sep 9 11:28:01 PDT 2015, ABACUS_shell_hd_K, 23412, 23412, 216082, 68.13, 50.74, 0.999922, 9.22954, 1.33127, 0.14424, 2.69104, MKL SpMV, 0.01912, 22.601629, 240.709, CPU CSR I/O Proxy, 0.01102, 39.228159, 417.783, Merge SpMV, 0.01618, 26.708475, 284.448, Merge SpMV NUMA, Numa setup ms, 1.87898, 0.01610, 26.841415, 285.863, POSKI Tuned SpMV, poski tune ms, 75.99306, 0.17949, 2.407799, 25.643,
Wed Sep 9 11:28:14 PDT 2015, ABACUS_shell_hd_M, 23412, 23412, 206474, 69.10, 50.89, 0.999918, 8.81915, 0.93707, 0.10625, -1.42322, MKL SpMV, 0.01791, 23.051846, 246.201, CPU CSR I/O Proxy, 0.01082, 38.163556, 407.600, Merge SpMV, 0.01543, 26.767804, 285.889, Merge SpMV NUMA, Numa setup ms, 1.77193, 0.01552, 26.615398, 284.261, POSKI Tuned SpMV, poski tune ms, 60.10890, 0.17523, 2.356600, 25.169,
Wed Sep 9 11:28:27 PDT 2015, ABACUS_shell_hd_Mzeros, 23412, 23412, 12010, 45.63, 41.86, 0.999974, 0.51298, 1.93227, 3.76673, 3.65614, MKL SpMV, 0.00902, 2.662121, 57.758, CPU CSR I/O Proxy, 0.00437, 5.498100, 119.288, Merge SpMV, 0.00642, 3.743242, 81.214, Merge SpMV NUMA, Numa setup ms, 1.40882, 0.00621, 3.869501, 83.954, POSKI Tuned SpMV, poski tune ms, 69.88216, 0.08843, 0.271623, 5.893,
Wed Sep 9 11:28:34 PDT 2015, ABACUS_shell_hd_b,
Wed Sep 9 11:28:34 PDT 2015, ABACUS_shell_hd_c,
Wed Sep 9 11:28:34 PDT 2015, ABACUS_shell_ld_E, 23412, 23412, 19216, 47.09, 42.33, 0.999973, 0.82078, 3.02733, 3.68837, 3.41882, MKL SpMV, 0.01031, 3.727129, 64.517, CPU CSR I/O Proxy, 0.00463, 8.305741, 143.774, Merge SpMV, 0.00678, 5.668385, 98.121, Merge SpMV NUMA, Numa setup ms, 1.43099, 0.00657, 5.848532, 101.239, POSKI Tuned SpMV, poski tune ms, 111.60994, 0.09770, 0.393358, 6.809,
Wed Sep 9 11:28:41 PDT 2015, ABACUS_shell_ld_K, 23412, 23412, 216082, 68.13, 50.74, 0.999922, 9.22954, 1.33127, 0.14424, 2.69104, MKL SpMV, 0.01901, 22.733747, 242.116, CPU CSR I/O Proxy, 0.01118, 38.645423, 411.577, Merge SpMV, 0.01611, 26.830722, 285.750, Merge SpMV NUMA, Numa setup ms, 1.01304, 0.01598, 27.035632, 287.932, POSKI Tuned SpMV, poski tune ms, 69.64588, 0.17761, 2.433203, 25.914,
Wed Sep 9 11:28:55 PDT 2015, ABACUS_shell_ld_M, 23412, 23412, 206474, 69.10, 50.89, 0.999918, 8.81915, 0.93707, 0.10625, -1.42322, MKL SpMV, 0.01788, 23.098452, 246.699, CPU CSR I/O Proxy, 0.01089, 37.907469, 404.865, Merge SpMV, 0.01590, 25.979088, 277.465, Merge SpMV NUMA, Numa setup ms, 1.74499, 0.01551, 26.624734, 284.361, POSKI Tuned SpMV, poski tune ms, 92.29088, 0.19345, 2.134650, 22.799,
Wed Sep 9 11:29:08 PDT 2015, ABACUS_shell_ld_Mzeros, 23412, 23412, 12010, 45.63, 41.86, 0.999974, 0.51298, 1.93227, 3.76673, 3.65614, MKL SpMV, 0.00912, 2.633010, 57.126, CPU CSR I/O Proxy, 0.00447, 5.378272, 116.688, Merge SpMV, 0.00642, 3.744210, 81.235, Merge SpMV NUMA, Numa setup ms, 1.44815, 0.00631, 3.804365, 82.540, POSKI Tuned SpMV, poski tune ms, 76.81012, 0.10946, 0.219434, 4.761,
Wed Sep 9 11:29:16 PDT 2015, ABACUS_shell_ld_b,
Wed Sep 9 11:29:16 PDT 2015, ABACUS_shell_ld_c,
Wed Sep 9 11:29:16 PDT 2015, ABACUS_shell_md_E, 23412, 23412, 19216, 47.09, 42.33, 0.999973, 0.82078, 3.02733, 3.68837, 3.41882, MKL SpMV, 0.01029, 3.735839, 64.668, CPU CSR I/O Proxy, 0.00451, 8.518379, 147.454, Merge SpMV, 0.00669, 5.747888, 99.497, Merge SpMV NUMA, Numa setup ms, 1.43313, 0.00664, 5.788579, 100.201, POSKI Tuned SpMV, poski tune ms, 65.93299, 0.09156, 0.419742, 7.266,
Wed Sep 9 11:29:24 PDT 2015, ABACUS_shell_md_K, 23412, 23412, 216082, 68.13, 50.74, 0.999922, 9.22954, 1.33127, 0.14424, 2.69104, MKL SpMV, 0.01916, 22.552072, 240.182, CPU CSR I/O Proxy, 0.01111, 38.899702, 414.285, Merge SpMV, 0.01610, 26.845583, 285.908, Merge SpMV NUMA, Numa setup ms, 1.96815, 0.01619, 26.696207, 284.317, POSKI Tuned SpMV, poski tune ms, 78.28093, 0.18099, 2.387806, 25.430,
Wed Sep 9 11:29:37 PDT 2015, ABACUS_shell_md_M, 23412, 23412, 206474, 69.10, 50.89, 0.999918, 8.81915, 0.93707, 0.10625, -1.42322, MKL SpMV, 0.01783, 23.161512, 247.373, CPU CSR I/O Proxy, 0.01078, 38.321663, 409.288, Merge SpMV, 0.01573, 26.248622, 280.344, Merge SpMV NUMA, Numa setup ms, 2.01488, 0.01563, 26.413590, 282.106, POSKI Tuned SpMV, poski tune ms, 72.45708, 0.17535, 2.354948, 25.152,
Wed Sep 9 11:29:50 PDT 2015, ABACUS_shell_md_Mzeros, 23412, 23412, 12010, 45.63, 41.86, 0.999974, 0.51298, 1.93227, 3.76673, 3.65614, MKL SpMV, 0.00874, 2.748089, 59.623, CPU CSR I/O Proxy, 0.00424, 5.670020, 123.018, Merge SpMV, 0.00645, 3.722402, 80.762, Merge SpMV NUMA, Numa setup ms, 1.44792, 0.00619, 3.881442, 84.213, POSKI Tuned SpMV, poski tune ms, 66.69784, 0.10042, 0.239198, 5.190,
Wed Sep 9 11:29:57 PDT 2015, ABACUS_shell_md_b,
Wed Sep 9 11:29:58 PDT 2015, ABACUS_shell_md_c,
Wed Sep 9 11:29:58 PDT 2015, ABACUS_shell_ud, 23412, 23412, 218484, 67.81, 50.72, 0.999923, 9.33214, 1.30866, 0.14023, 3.02045, MKL SpMV, 0.01959, 22.304118, 237.381, CPU CSR I/O Proxy, 0.01121, 38.987351, 414.940, Merge SpMV, 0.01639, 26.664617, 283.790, Merge SpMV NUMA, Numa setup ms, 1.95718, 0.01628, 26.843030, 285.689, POSKI Tuned SpMV, poski tune ms, 73.02284, 0.16658, 2.623129, 27.918,
Wed Sep 9 11:30:10 PDT 2015, ABACUS_shell_ud_K, 23412, 23412, 216082, 68.13, 50.74, 0.999922, 9.22954, 1.33127, 0.14424, 2.69104, MKL SpMV, 0.01896, 22.790360, 242.719, CPU CSR I/O Proxy, 0.01101, 39.249325, 418.009, Merge SpMV, 0.01606, 26.910379, 286.598, Merge SpMV NUMA, Numa setup ms, 1.70302, 0.01628, 26.544857, 282.705, POSKI Tuned SpMV, poski tune ms, 70.71614, 0.16944, 2.550524, 27.163,
Wed Sep 9 11:30:23 PDT 2015, ABACUS_shell_ud_M, 23412, 23412, 206474, 69.10, 50.89, 0.999918, 8.81915, 0.93707, 0.10625, -1.42322, MKL SpMV, 0.01784, 23.141552, 247.160, CPU CSR I/O Proxy, 0.01063, 38.850053, 414.932, Merge SpMV, 0.01551, 26.617179, 284.280, Merge SpMV NUMA, Numa setup ms, 2.06089, 0.01553, 26.585510, 283.942, POSKI Tuned SpMV, poski tune ms, 63.68995, 0.17667, 2.337419, 24.964,
Wed Sep 9 11:30:36 PDT 2015, ABACUS_shell_ud_b,
Wed Sep 9 11:30:36 PDT 2015, ABACUS_shell_ud_c,
Wed Sep 9 11:30:36 PDT 2015, AS365, 3799275, 3799275, 22736152, 998303.46, 960975.53, 0.190513, 5.98434, 0.86550, 0.14463, 0.29266, MKL SpMV, 16.50097, 2.755736, 30.320, CPU CSR I/O Proxy, 16.55822, 2.746207, 30.215, Merge SpMV, 17.36077, 2.619256, 28.819, Merge SpMV NUMA, Numa setup ms, 19.61589, 14.55564, 3.124033, 34.373, POSKI Tuned SpMV, poski tune ms, 5278.73730, 27.96963, 1.625774, 17.888,
Wed Sep 9 11:31:57 PDT 2015, ASIC_100k, 99340, 99340, 954163, 16959.06, 21787.10, 0.502604, 9.60502, 420.91440, 43.82232, 223.88393, MKL SpMV, 0.25288, 7.546384, 80.178, CPU CSR I/O Proxy, 0.04543, 42.008682, 446.329, Merge SpMV, 0.08159, 23.388192, 248.492, Merge SpMV NUMA, Numa setup ms, 2.19989, 0.08184, 23.318590, 247.752, POSKI Tuned SpMV, poski tune ms, 247.04004, 0.45941, 4.153828, 44.133,
Wed Sep 9 11:32:16 PDT 2015, ASIC_100ks, 99190, 99190, 578890, 1415.29, 6597.06, 0.972283, 5.83617, 6.16355, 1.05609, 21.56356, MKL SpMV, 0.06635, 17.450215, 192.442, CPU CSR I/O Proxy, 0.02653, 43.635966, 481.221, Merge SpMV, 0.05060, 22.882827, 252.353, Merge SpMV NUMA, Numa setup ms, 2.09403, 0.05141, 22.520351, 248.356, POSKI Tuned SpMV, poski tune ms, 275.37799, 0.45964, 2.518906, 27.779,
Wed Sep 9 11:32:37 PDT 2015, ASIC_320k, 321821, 321821, 2635364, 50805.05, 70305.30, 0.568176, 8.18891, 502.95141, 61.41858, 401.03841, MKL SpMV, 0.44559, 11.828563, 126.952, CPU CSR I/O Proxy, 0.13310, 39.598748, 425.001, Merge SpMV, 0.22700, 23.219428, 249.207, Merge SpMV NUMA, Numa setup ms, 3.76105, 0.28198, 18.692140, 200.617, POSKI Tuned SpMV, poski tune ms, 777.19403, 1.12371, 4.690457, 50.341,
Wed Sep 9 11:32:54 PDT 2015, ASIC_320ks, 321671, 321671, 1827807, 3788.37, 19097.92, 0.978070, 5.68223, 7.94985, 1.39907, 29.16952, MKL SpMV, 0.18292, 19.984584, 220.948, CPU CSR I/O Proxy, 0.07351, 49.727791, 549.787, Merge SpMV, 0.14605, 25.030045, 276.730, Merge SpMV NUMA, Numa setup ms, 2.83003, 0.14875, 24.574861, 271.698, POSKI Tuned SpMV, poski tune ms, 759.43707, 0.66552, 5.492873, 60.729,
Wed Sep 9 11:33:08 PDT 2015, ASIC_680k, 682862, 682862, 3871773, 109790.52, 147011.59, 0.545996, 5.66992, 659.80736, 116.36978, 584.84904, MKL SpMV, 1.71548, 4.513925, 49.916, CPU CSR I/O Proxy, 1.07086, 7.231146, 79.964, Merge SpMV, 1.06751, 7.253826, 80.214, Merge SpMV NUMA, Numa setup ms, 4.33302, 0.70412, 10.997525, 121.613, POSKI Tuned SpMV, poski tune ms, 1636.69104, 1.89515, 4.085973, 45.184,
Wed Sep 9 11:33:41 PDT 2015, ASIC_680ks, 682712, 682712, 2329176, 5989.05, 38298.54, 0.980711, 3.41165, 4.25287, 1.24657, 12.29177, MKL SpMV, 0.25258, 18.443407, 216.870, CPU CSR I/O Proxy, 0.11267, 41.344816, 486.160, Merge SpMV, 0.24978, 18.649878, 219.298, Merge SpMV NUMA, Numa setup ms, 3.11089, 0.24721, 18.843772, 221.578, POSKI Tuned SpMV, poski tune ms, 1796.47705, 1.42727, 3.263831, 38.378,
Wed Sep 9 11:34:01 PDT 2015, Alemdar, 6245, 6245, 42581, 1840.27, 1529.08, 0.118105, 6.81841, 2.36095, 0.34626, -0.63853, MKL SpMV, 0.00739, 11.520244, 125.340, CPU CSR I/O Proxy, 0.00621, 13.720887, 149.283, Merge SpMV, 0.00758, 11.240729, 122.299, Merge SpMV NUMA, Numa setup ms, 1.49822, 0.00735, 11.578822, 125.977, POSKI Tuned SpMV, poski tune ms, 47.25504, 0.09327, 0.913100, 9.934,
Wed Sep 9 11:34:08 PDT 2015, Andrews, 60000, 60000, 760154, 17847.77, 14749.56, 0.110805, 12.66923, 3.41445, 0.26951, 1.45842, MKL SpMV, 0.07377, 20.609387, 215.854, CPU CSR I/O Proxy, 0.06439, 23.610754, 247.289, Merge SpMV, 0.07851, 19.364297, 202.814, Merge SpMV NUMA, Numa setup ms, 1.46317, 0.07746, 19.627837, 205.574, POSKI Tuned SpMV, poski tune ms, 146.84796, 0.45615, 3.332904, 34.907,
Wed Sep 9 11:34:27 PDT 2015, Baumann, 112211, 112211, 760631, 328.03, 503.00, 0.999827, 6.77858, 0.43311, 0.06389, -1.62414, MKL SpMV, 0.05532, 27.500268, 299.344, CPU CSR I/O Proxy, 0.02924, 52.031926, 566.375, Merge SpMV, 0.05043, 30.164301, 328.343, Merge SpMV NUMA, Numa setup ms, 2.07400, 0.05007, 30.385336, 330.749, POSKI Tuned SpMV, poski tune ms, 240.49115, 0.40258, 3.778816, 41.133,
Wed Sep 9 11:34:42 PDT 2015, BenElechi1, 245874, 245874, 13150496, 412.36, 314.72, 0.999973, 53.48470, 2.99507, 0.05600, -6.09277, MKL SpMV, 2.61915, 10.041789, 101.544, CPU CSR I/O Proxy, 2.66405, 9.872572, 99.833, Merge SpMV, 2.65594, 9.902724, 100.138, Merge SpMV NUMA, Numa setup ms, 10.65111, 1.89148, 13.905008, 140.610, POSKI Tuned SpMV, poski tune ms, 483.67810, 2.57165, 10.227270, 103.420,
Wed Sep 9 11:35:03 PDT 2015, BenElechi1_b, 245874, 40543, 971682, 102394.32, 59256.36, 0.992166, 3.95195, 0.29813, 0.07544, -6.25404, MKL SpMV, 0.08160, 23.815967, 274.318, CPU CSR I/O Proxy, 0.03625, 53.608357, 617.474, Merge SpMV, 0.07862, 24.717667, 284.704, Merge SpMV NUMA, Numa setup ms, 2.42686, 0.07714, 25.192174, 290.169, POSKI Tuned SpMV, poski tune ms, 89.40792, 0.35268, 5.510254, 63.468,
Wed Sep 9 11:35:15 PDT 2015, CAG_mat1916, 1916, 1916, 195985, 475.88, 425.31, 0.286702, 102.28862, 59.27616, 0.57950, 0.39973, MKL SpMV, 0.02132, 18.382582, 184.904, CPU CSR I/O Proxy, 0.00902, 43.469627, 437.246, Merge SpMV, 0.01079, 36.343392, 365.566, Merge SpMV NUMA, Numa setup ms, 1.87087, 0.01097, 35.742752, 359.524, POSKI Tuned SpMV, poski tune ms, 106.19592, 0.14267, 2.747395, 27.635,
Wed Sep 9 11:35:26 PDT 2015, CAG_mat364, 364, 364, 13585, 106.81, 85.96, 0.132648, 37.32143, 18.93594, 0.50737, 0.15645, MKL SpMV, 0.00542, 5.010439, 50.910, CPU CSR I/O Proxy, 0.00386, 7.047145, 71.604, Merge SpMV, 0.00515, 5.276238, 53.611, Merge SpMV NUMA, Numa setup ms, 1.45411, 0.00510, 5.326258, 54.119, POSKI Tuned SpMV, poski tune ms, 46.95702, 0.07729, 0.351521, 3.572,
Wed Sep 9 11:35:32 PDT 2015, CAG_mat72, 72, 72, 1012, 14.28, 11.28, 0.542890, 14.05556, 5.65167, 0.40209, -0.36940, MKL SpMV, 0.00471, 0.429542, 4.479, CPU CSR I/O Proxy, 0.00334, 0.605223, 6.311, Merge SpMV, 0.00441, 0.458601, 4.782, Merge SpMV NUMA, Numa setup ms, 1.75095, 0.00420, 0.482322, 5.029, POSKI Tuned SpMV, poski tune ms, 59.99184, 0.07116, 0.028444, 0.297,
Wed Sep 9 11:35:38 PDT 2015, CO, 221119, 221119, 7666057, 4132.54, 7110.82, 0.991398, 34.66937, 7.04043, 0.20307, 11.76848, MKL SpMV, 1.50323, 10.199451, 103.760, CPU CSR I/O Proxy, 1.52028, 10.085028, 102.596, Merge SpMV, 1.52572, 10.049128, 102.230, Merge SpMV NUMA, Numa setup ms, 8.33392, 1.09192, 14.041412, 142.844, POSKI Tuned SpMV, poski tune ms, 584.07715, 2.52389, 6.074785, 61.799,
Wed Sep 9 11:36:00 PDT 2015, CSphd, 1882, 1882, 1740, 544.05, 526.67, 0.207451, 0.92455, 2.30894, 2.49737, 7.05354, MKL SpMV, 0.00490, 0.709625, 11.701, CPU CSR I/O Proxy, 0.00320, 1.088023, 17.941, Merge SpMV, 0.00493, 0.706060, 11.643, Merge SpMV NUMA, Numa setup ms, 1.80101, 0.00480, 0.724662, 11.949, POSKI Tuned SpMV, poski tune ms, 66.66899, 0.07480, 0.046526, 0.767,
Wed Sep 9 11:36:05 PDT 2015, California, 9664, 9664, 16150, 3504.19, 2719.67, 0.061977, 1.67115, 3.69551, 2.21135, 12.23894, MKL SpMV, 0.00672, 4.805031, 65.302, CPU CSR I/O Proxy, 0.00465, 6.948507, 94.433, Merge SpMV, 0.00627, 5.155316, 70.062, Merge SpMV NUMA, Numa setup ms, 1.75714, 0.00616, 5.247018, 71.309, POSKI Tuned SpMV, poski tune ms, 73.17305, 0.09857, 0.327686, 4.453,
Wed Sep 9 11:36:13 PDT 2015, Chebyshev1, 261, 261, 2319, 59.18, 80.58, 0.481400, 8.88506, 31.39152, 3.53307, 7.89024, MKL SpMV, 0.00530, 0.875355, 9.345, CPU CSR I/O Proxy, 0.00353, 1.312409, 14.010, Merge SpMV, 0.00484, 0.958134, 10.228, Merge SpMV NUMA, Numa setup ms, 1.51992, 0.00438, 1.059872, 11.314, POSKI Tuned SpMV, poski tune ms, 78.08995, 0.07075, 0.065555, 0.700,
Wed Sep 9 11:36:18 PDT 2015, Chebyshev2, 2053, 2053, 18447, 457.41, 643.73, 0.487149, 8.98539, 90.28944, 10.04848, 22.58873, MKL SpMV, 0.01240, 2.975813, 31.745, CPU CSR I/O Proxy, 0.00390, 9.451902, 100.831, Merge SpMV, 0.00549, 6.719994, 71.687, Merge SpMV NUMA, Numa setup ms, 1.53303, 0.00535, 6.891568, 73.518, POSKI Tuned SpMV, poski tune ms, 87.60405, 0.08505, 0.433807, 4.628,
Wed Sep 9 11:36:25 PDT 2015, Chebyshev3, 4101, 4101, 36879, 912.52, 1287.35, 0.487550, 8.99268, 127.84401, 14.21645, 31.97265, MKL SpMV, 0.02082, 3.541880, 37.782, CPU CSR I/O Proxy, 0.00523, 14.111713, 150.533, Merge SpMV, 0.00675, 10.922355, 116.511, Merge SpMV NUMA, Numa setup ms, 1.55401, 0.00650, 11.342848, 120.997, POSKI Tuned SpMV, poski tune ms, 45.75109, 0.09119, 0.808873, 8.628,
Wed Sep 9 11:36:33 PDT 2015, Chebyshev4, 68121, 68121, 5377761, 15476.85, 21048.59, 0.481400, 78.94425, 1061.43997, 13.44544, 61.20894, MKL SpMV, 4.54680, 2.365516, 23.835, CPU CSR I/O Proxy, 0.72543, 14.826495, 149.392, Merge SpMV, 0.71355, 15.073301, 151.879, Merge SpMV NUMA, Numa setup ms, 7.07507, 0.50418, 21.332568, 214.947, POSKI Tuned SpMV, poski tune ms, 260.11707, 1.60412, 6.704922, 67.559,
Wed Sep 9 11:37:02 PDT 2015, Chem97Zt, 2541, 31022, 62044, 13773.45, 8477.76, 0.436701, 24.41716, 69.63734, 2.85198, 7.82601, MKL SpMV, 0.03675, 3.376399, 34.594, CPU CSR I/O Proxy, 0.00535, 23.174962, 237.444, Merge SpMV, 0.00736, 16.849116, 172.631, Merge SpMV NUMA, Numa setup ms, 1.96218, 0.00740, 16.776264, 171.885, POSKI Tuned SpMV, poski tune ms, 94.55585, 0.10035, 1.236513, 12.669,
Wed Sep 9 11:37:11 PDT 2015, Chem97ZtZ, 2541, 2541, 7361, 844.46, 812.65, 0.008723, 2.89689, 5.59983, 1.93305, 9.26980, MKL SpMV, 0.00689, 2.136782, 25.793, CPU CSR I/O Proxy, 0.00398, 3.703017, 44.700, Merge SpMV, 0.00529, 2.784039, 33.607, Merge SpMV NUMA, Numa setup ms, 1.52612, 0.00523, 2.815842, 33.991, POSKI Tuned SpMV, poski tune ms, 86.38692, 0.08947, 0.164551, 1.986,
Wed Sep 9 11:37:18 PDT 2015, Cities, 55, 46, 1342, 18.30, 12.96, 0.030389, 24.40000, 7.94435, 0.32559, 0.35353, MKL SpMV, 0.00471, 0.569277, 5.833, CPU CSR I/O Proxy, 0.00316, 0.849948, 8.708, Merge SpMV, 0.00426, 0.630784, 6.463, Merge SpMV NUMA, Numa setup ms, 1.44792, 0.00419, 0.640484, 6.562, POSKI Tuned SpMV, poski tune ms, 74.75495, 0.07112, 0.037737, 0.387,
Wed Sep 9 11:37:24 PDT 2015, CoupCons3D, 416800, 416800, 22322336, 39878.34, 41083.76, 0.872012, 53.55647, 8.72078, 0.16283, -0.33547, MKL SpMV, 4.39499, 10.158077, 102.719, CPU CSR I/O Proxy, 4.61422, 9.675443, 97.838, Merge SpMV, 4.61316, 9.677675, 97.861, Merge SpMV NUMA, Numa setup ms, 17.21406, 3.28162, 13.604448, 137.569, POSKI Tuned SpMV, poski tune ms, 810.19592, 4.48968, 9.943854, 100.553,
Wed Sep 9 11:37:50 PDT 2015, Cube_Coup_dt0, 2164760, 2164760, 127206144, 11182.24, 11679.03, 0.999664, 58.76224, 4.47162, 0.07610, -3.01103, MKL SpMV, 38.20380, 6.659345, 67.273, CPU CSR I/O Proxy, 38.86176, 6.546597, 66.134, Merge SpMV, 38.84088, 6.550116, 66.170, Merge SpMV NUMA, Numa setup ms, 101.88293, 18.92289, 13.444685, 135.820, POSKI Tuned SpMV, poski tune ms, 2850.45825, 24.25198, 10.490373, 105.975,
Wed Sep 9 11:38:44 PDT 2015, Cube_Coup_dt6, 2164760, 2164760, 127206144, 11182.24, 11679.03, 0.999664, 58.76224, 4.47162, 0.07610, -3.01103, MKL SpMV, 38.15551, 6.667774, 67.359, CPU CSR I/O Proxy, 38.83617, 6.550910, 66.178, Merge SpMV, 38.73478, 6.568059, 66.351, Merge SpMV NUMA, Numa setup ms, 102.36502, 18.96929, 13.411798, 135.487, POSKI Tuned SpMV, poski tune ms, 3005.53711, 23.57276, 10.792637, 109.028,
Wed Sep 9 11:39:38 PDT 2015, CurlCurl_0, 11083, 11083, 113343, 356.06, 632.08, 0.973285, 10.22674, 1.29168, 0.12630, -0.26555, MKL SpMV, 0.01180, 19.216738, 203.442, CPU CSR I/O Proxy, 0.00816, 27.779660, 294.095, Merge SpMV, 0.01038, 21.831616, 231.125, Merge SpMV NUMA, Numa setup ms, 1.85585, 0.01027, 22.081539, 233.771, POSKI Tuned SpMV, poski tune ms, 49.36099, 0.12853, 1.763647, 18.671,
Wed Sep 9 11:39:48 PDT 2015, CurlCurl_1, 226451, 226451, 2472071, 2715.27, 4950.89, 0.996186, 10.91658, 1.02420, 0.09382, -0.19658, MKL SpMV, 0.15739, 31.413779, 331.404, CPU CSR I/O Proxy, 0.08360, 59.143338, 623.940, Merge SpMV, 0.12694, 38.947200, 410.878, Merge SpMV NUMA, Numa setup ms, 3.62396, 0.12651, 39.082461, 412.305, POSKI Tuned SpMV, poski tune ms, 575.68909, 0.80481, 6.143219, 64.809,
Wed Sep 9 11:39:59 PDT 2015, CurlCurl_2, 806529, 806529, 8921789, 5266.05, 9590.22, 0.998889, 11.06196, 0.92161, 0.08331, 0.07491, MKL SpMV, 3.25454, 5.482676, 57.801, CPU CSR I/O Proxy, 3.27065, 5.455667, 57.516, Merge SpMV, 3.26545, 5.464351, 57.607, Merge SpMV NUMA, Numa setup ms, 8.85201, 1.88919, 9.445073, 99.574, POSKI Tuned SpMV, poski tune ms, 2084.91699, 4.72302, 3.778001, 39.829,
